Sitename Sitenum Atlantic Current longitude latitude ShellBreadth ShellHeight Columella ApertureWidth ApertureLength Proportionality Circularity Spireheight N.Telochonc.Whorls N.Protochonch.Whorls Whorl.First.Primary N.Primary.Whorls Whorl.Axial.Striae Whorl.Secondary.Groove Regularity.Secondary.Groove Whorl.Tertiary.Groove Whorl.Spiral.Striae Columella.Color Columella.Morphology
Cuba 0 West GulfofMex 85 23 12.6 19.4 1.5 7.7 9.8 1.54 0.79 1.98 7 0 3 8 2 5 0 6 6 0 0
Cuba 0 West GulfofMex 85 23 13.3 20.9 1.3 8.6 10.8 1.57 0.80 1.94 7 0 3 5 3 4 0 0 0 0 0
Cuba 0 West GulfofMex 85 23 11.1 17 1.6 7.1 9 1.53 0.79 1.89 7 3 3 4 3 5 0 7 0 0 0
Cuba 0 West GulfofMex 85 23 12.8 18.4 2.1 7.9 10.9 1.44 0.72 1.69 6 0 2 4 2 4 1 6 0 0 0
Cuba 0 West GulfofMex 85 23 12.3 17.4 1.3 7.2 9.8 1.41 0.73 1.78 7 0 3 3 2 6 1 0 5 0 0
Cuba 0 West GulfofMex 85 23 11.2 16.3 1.4 6.8 8.7 1.46 0.78 1.87 7 0 3 5 3 5 0 0 0 0 2
Cuba 0 West GulfofMex 85 23 10.9 16.4 1.3 6.4 8 1.50 0.80 2.05 7 0 2 NA 3 5 1 7 0 0 2
Cuba 0 West GulfofMex 85 23 12.3 16.9 1.7 7.3 9.3 1.37 0.78 1.82 7 0 3 3 2 5 0 7 5 1 0
Cuba 0 West GulfofMex 85 23 12.8 18.5 2 7.9 9.6 1.45 0.82 1.93 7 0 3 4 3 4 0 0 7 0 1
Cuba 0 West GulfofMex 85 23 10.8 15.4 1.5 6.8 8.7 1.43 0.78 1.77 6 0 2 5 2 4 0 6 4 0 1
Cuba 0 West GulfofMex 85 23 14.4 21.6 1.9 8.8 11.7 1.50 0.75 1.85 7 0 2 3 2 7 1 0 3 0 0
Cuba 0 West GulfofMex 85 23 10.5 16.6 1.5 6.9 9 1.58 0.77 1.84 7 0 4 8 2 6 0 0 0 0 0
Cuba 0 West GulfofMex 85 23 14.2 22.4 1.6 7.9 10.9 1.58 0.72 2.06 7 0 2 3 2 4 0 7 5 0 0
Cuba 0 West GulfofMex 85 23 10.5 15.1 1.4 6.4 8 1.44 0.80 1.89 6 3 2 3 2 4 0 6 5 0 0
Cuba 0 West GulfofMex 85 23 9.2 13.8 1.1 5.9 8 1.50 0.74 1.73 6 3 2 3 2 4 0 6 5 0 0
Cuba 0 West GulfofMex 85 23 14 21 2.1 8.9 11 1.50 0.81 1.91 7 0 3 4 3 5 0 7 5 1 1
Cuba 0 West GulfofMex 85 23 11 16.4 1.6 7 9.4 1.49 0.74 1.74 7 0 3 3 3 5 0 0 0 0 5
Cuba 0 West GulfofMex 85 23 12 18.1 1.8 7.7 9.2 1.51 0.84 1.97 7 0 3 5 1 5 0 0 5 0 0
Cuba 0 West GulfofMex 85 23 10.2 14 1.7 6.1 8.2 1.37 0.74 1.71 6 0 3 8 2 5 0 6 5 0 2
Cuba 0 West GulfofMex 85 23 14 20.8 1.5 8.8 10.8 1.49 0.81 1.93 7 0 3 6 3 5 0 0 5 0 0
Brazil 1 West NorthEqu 50 0 19.9 28 2.6 12.1 16.5 1.41 0.73 1.70 7 0 1 6 2 4 0 7 7 0 0
Brazil 1 West NorthEqu 50 0 15.4 22.8 2.4 10.5 13.2 1.48 0.80 1.73 7 0 2 4 2 4 0 6 6 0 0
Brazil 1 West NorthEqu 50 0 10.4 14.6 1.3 6.5 9 1.40 0.72 1.62 6 0 1 3 1 6 0 0 5 0 0
Brazil 1 West NorthEqu 50 0 13.1 17.9 1.6 7.8 10.4 1.37 0.75 1.72 7 0 2 5 2 5 0 7 5 0 0
Brazil 1 West NorthEqu 50 0 14.3 20.4 1.9 8.5 11.9 1.43 0.71 1.71 7 0 2 3 2 5 0 0 6 0 0
Brazil 1 West NorthEqu 50 0 16.8 23.3 2.7 9.7 13.5 1.39 0.72 1.73 7 0 2 4 2 5 0 0 0 1 0
Brazil 1 West NorthEqu 50 0 17.4 25.6 2.9 11.4 15.1 1.47 0.75 1.70 7 0 2 4 3 4 0 7 0 0 0
Brazil 1 West NorthEqu 50 0 16.2 23.2 2.1 10.4 14 1.43 0.74 1.66 7 0 2 4 1 4 0 0 0 1 0
Brazil 1 West NorthEqu 50 0 19.8 32.4 2.9 13.1 18.5 1.64 0.71 1.75 7 0 2 3 2 4 0 6 0 0 1
Brazil 1 West NorthEqu 50 0 15.1 21.9 2.1 9.4 12.6 1.45 0.75 1.74 7 0 3 5 2 5 0 6 0 0 0
Brazil 1 West NorthEqu 50 0 11.2 15.4 0.8 6.5 8.8 1.38 0.74 1.75 6 3 1 4 2 3 0 0 6 0 0
Brazil 1 West NorthEqu 50 0 14.3 22 2.3 9.3 12.8 1.54 0.73 1.72 7 0 2 4 2 4 0 7 7 0 0
Brazil 1 West NorthEqu 50 0 16.6 23.6 2.4 10.6 14 1.42 0.76 1.69 6 0 2 8 1 3 0 0 0 0 0
Brazil 1 West NorthEqu 50 0 16.8 23.5 2.5 10.6 13.2 1.40 0.80 1.78 7 0 2 8 2 4 0 7 6 0 0
Brazil 1 West NorthEqu 50 0 17.3 24.5 2.4 10.4 13.7 1.42 0.76 1.79 7 0 3 9 3 5 0 7 0 0 0
Brazil 1 West NorthEqu 50 0 12.1 16.4 1.3 7.1 9.6 1.36 0.74 1.71 6 0 2 7 2 4 0 6 4 0 0
Brazil 1 West NorthEqu 50 0 12.1 16.1 1 6.8 9.4 1.33 0.72 1.71 7 0 3 6 3 5 0 0 0 0 0
Brazil 1 West NorthEqu 50 0 9.1 12.2 0.5 5.9 7.5 1.34 0.79 1.63 7 2 2 4 3 4 0 7 5 0 0
Brazil 1 West NorthEqu 50 0 9.6 14 0.8 5.8 8.6 1.46 0.67 1.63 6 0 1 3 2 4 0 6 4 0 0
Brazil 1 West NorthEqu 50 0 17.4 25.2 2.7 10.7 14.1 1.45 0.76 1.79 7 0 2 4 2 4 0 7 6 0 0
Bahamas 2 West GulfStrea 78 27 13.4 21 1.9 8.5 11.4 1.57 0.75 1.84 7 0 2 4 2 4 0 7 7 0 0
Bahamas 2 West GulfStrea 78 27 13.9 19.5 1.8 9 11.4 1.40 0.79 1.71 7 0 3 4 3 4 0 7 0 0 0
Bahamas 2 West GulfStrea 78 27 14.9 21.4 1.8 9.1 11.9 1.44 0.76 1.80 7 0 3 9 3 5 0 0 0 0 0
Bahamas 2 West GulfStrea 78 27 13.3 20.4 1.8 8.4 11.2 1.53 0.75 1.82 7 0 3 11 3 5 0 7 5 0 0
Bahamas 2 West GulfStrea 78 27 13.3 21.8 1.7 8.4 11 1.64 0.76 1.98 7 0 2 5 2 5 0 7 5 0 0
Bahamas 2 West GulfStrea 78 27 12.7 22.5 1.9 9.1 11.9 1.77 0.76 1.89 7 0 2 3 3 3 0 7 6 0 5
Bahamas 2 West GulfStrea 78 27 14.5 21.7 1.8 8.9 12 1.50 0.74 1.81 7 0 3 6 2 5 0 0 0 0 0
Bahamas 2 West GulfStrea 78 27 12.4 19.4 1.9 7.6 10.4 1.56 0.73 1.87 7 0 2 3 2 4 0 7 0 0 0
Bahamas 2 West GulfStrea 78 27 16.2 23.9 2 9.9 12.2 1.48 0.81 1.96 7 0 2 7 2 4 0 7 0 0 1
Bahamas 2 West GulfStrea 78 27 13.9 22 1.7 8.5 11.4 1.58 0.75 1.93 7 0 3 3 3 4 0 0 4 0 0
Bahamas 2 West GulfStrea 78 27 16.2 24.8 1.8 9.9 13.5 1.53 0.73 1.84 7 0 3 8 3 5 1 0 0 0 0
Bahamas 2 West GulfStrea 78 27 14.6 22.8 2 9.7 12.3 1.56 0.79 1.85 7 3 2 3 2 5 0 7 7 0 0
Bahamas 2 West GulfStrea 78 27 15.2 23.7 2.2 9.3 12.2 1.56 0.76 1.94 7 0 3 5 2 6 1 7 0 0 1
Bahamas 2 West GulfStrea 78 27 14.2 21.8 2.1 9.5 12.5 1.54 0.76 1.74 7 0 1 4 1 3 0 0 0 0 0
Bahamas 3 West GulfStrea 78 27 12.5 18.8 2.1 7.7 9.9 1.50 0.78 1.90 7 0 3 7 2 4 0 6 0 1 1
Bahamas 3 West GulfStrea 78 27 10.8 16.5 1.8 6.4 8.5 1.53 0.75 1.94 7 0 3 6 2 4 0 7 4 1 0
Bahamas 3 West GulfStrea 78 27 12.8 19 1.4 7.9 10.1 1.48 0.78 1.88 7 0 2 4 2 4 0 7 6 0 0
Bahamas 3 West GulfStrea 78 27 10.3 13.7 1.2 6 8.1 1.33 0.74 1.69 6 0 1 3 2 4 0 0 0 0 0
Bahamas 3 West GulfStrea 78 27 10.5 15 0.9 6 8 1.43 0.75 1.88 7 0 2 2 2 5 0 7 6 0 0
Bahamas 3 West GulfStrea 78 27 9.5 13.9 0.8 5 7.3 1.46 0.68 1.90 6 0 2 3 2 3 0 0 0 0 0
Bahamas 3 West GulfStrea 78 27 11.9 17.5 1.6 7.3 9.4 1.47 0.78 1.86 6 0 2 3 2 4 0 6 0 0 1
Nicaragua 4 West Caribbean 85 13 16.1 24.5 2.6 11 14.2 1.52 0.77 1.73 7 0 3 7 3 5 0 7 5 0 0
Nicaragua 4 West Caribbean 85 13 17.6 26.5 2.4 10.5 14.5 1.51 0.72 1.83 7 0 2 6 2 5 0 6 5 0 0
Nicaragua 4 West Caribbean 85 13 16.3 24.5 2.6 10.4 14 1.50 0.74 1.75 7 0 3 5 2 5 0 7 0 0 0
Nicaragua 4 West Caribbean 85 13 15.4 23.3 2.6 9.4 12.7 1.51 0.74 1.83 7 0 3 8 3 4 0 0 0 0 0
Nicaragua 4 West Caribbean 85 13 17.4 24.5 2.2 10.1 13.3 1.41 0.76 1.84 7 0 3 4 4 5 0 0 6 0 5
Nicaragua 4 West Caribbean 85 13 16.6 25.9 2.5 10.5 14.4 1.56 0.73 1.80 7 0 2 7 2 4 0 6 0 0 0
Nicaragua 4 West Caribbean 85 13 17.4 25.6 2.5 10.6 14.8 1.47 0.72 1.73 7 0 2 3 3 5 0 7 7 0 0
Nicaragua 4 West Caribbean 85 13 18.2 25.6 2.1 11.1 15.4 1.41 0.72 1.66 7 0 2 4 2 5 0 7 5 0 0
Nicaragua 4 West Caribbean 85 13 15 22 2.1 9.5 12.6 1.47 0.75 1.75 7 0 3 7 3 5 0 7 6 0 0
Nicaragua 4 West Caribbean 85 13 16.1 23.8 2.8 9.8 13.7 1.48 0.72 1.74 7 0 3 4 2 5 0 7 0 0 0
Nicaragua 4 West Caribbean 85 13 16.2 23.8 2.5 10.1 13.9 1.47 0.73 1.71 7 0 3 6 3 5 0 7 0 0 0
Nicaragua 4 West Caribbean 85 13 16.3 23.9 2.2 9.5 12.4 1.47 0.77 1.93 7 0 2 3 2 3 0 5 5 0 0
Haiti 5 West Caribbean 74 18 9.6 14.3 0.6 5.9 8 1.49 0.74 1.79 7 0 3 4 2 5 0 7 6 0 0
Haiti 5 West Caribbean 74 18 11.4 15.1 1 6.5 8.6 1.32 0.76 1.76 6 0 2 4 2 4 0 6 4 0 0
Haiti 5 West Caribbean 74 18 14.5 20.9 1.9 8.6 11 1.44 0.78 1.90 6 0 2 6 2 4 0 6 0 1 0
Haiti 5 West Caribbean 74 18 12.8 21.5 1.5 8.1 10.2 1.68 0.79 2.11 7 0 2 4 2 5 1 0 0 0 0
Haiti 5 West Caribbean 74 18 11.1 16.4 1.2 6.5 8.6 1.48 0.76 1.91 6 0 2 7 2 3 0 0 0 0 0
Haiti 5 West Caribbean 74 18 11.7 17.2 1.2 6.8 9 1.47 0.76 1.91 6 0 2 3 2 4 0 0 0 0 0
Haiti 5 West Caribbean 74 18 11.9 18.3 1.2 7 9.1 1.54 0.77 2.01 6 0 2 4 2 4 0 6 4 0 0
Haiti 5 West Caribbean 74 18 10.1 15.5 1.5 6.5 8.6 1.53 0.76 1.80 6 0 1 4 2 3 0 0 0 0 0
Haiti 5 West Caribbean 74 18 9.5 13.9 1.2 5.8 7.5 1.46 0.77 1.85 6 0 2 4 3 4 0 6 4 0 0
Angola 6 East SouthEqu -14 -8 15.3 19.9 1.8 9.4 12.4 1.30 0.76 1.60 6 0 2 9 3 4 0 6 6 0 5
Angola 6 East SouthEqu -14 -8 12 16.8 1 7.9 10.1 1.40 0.78 1.66 6 2 2 8 1 4 0 5 5 0 5
Angola 6 East SouthEqu -14 -8 14.9 22.2 1.9 10.3 13.2 1.49 0.78 1.68 7 3 2 6 1 4 0 7 0 1 5
Angola 6 East SouthEqu -14 -8 14 18.2 1.1 9 10.9 1.30 0.83 1.67 6 3 1 4 2 4 0 0 6 0 4
Angola 6 East SouthEqu -14 -8 12.7 17.6 1.1 8.4 10.6 1.39 0.79 1.66 6 0 2 8 2 4 0 6 5 0 0
Angola 6 East SouthEqu -14 -8 11.9 16.4 1.9 7.9 10 1.38 0.79 1.64 5 3 1 7 2 3 0 5 0 1 0
Angola 6 East SouthEqu -14 -8 9.6 13.2 1.1 6.5 8 1.38 0.81 1.65 5 3 2 3 3 4 0 5 5 0 0
Angola 6 East SouthEqu -14 -8 10.8 14.9 1.3 6.9 9.1 1.38 0.76 1.64 6 0 2 6 2 4 0 6 0 0 0
Angola 6 East SouthEqu -14 -8 10.8 14.2 0.5 6.5 8.2 1.31 0.79 1.73 6 3 1 5 1 3 0 0 0 1 0
Angola 6 East SouthEqu -14 -8 11.3 15.5 1.1 6.9 9 1.37 0.77 1.72 6 3 2 5 3 3 0 5 5 0 0
Angola 6 East SouthEqu -14 -8 10.7 15.1 1.3 6.8 8.8 1.41 0.77 1.72 6 3 2 8 2 3 0 4 4 0 0
Angola 6 East SouthEqu -14 -8 12.7 17.3 1 7.4 10.5 1.36 0.70 1.65 6 0 2 6 2 4 0 6 5 0 3
Angola 6 East SouthEqu -14 -8 11.5 15.3 1.5 7.1 9.4 1.33 0.76 1.63 6 3 2 8 3 4 0 6 0 1 0
Angola 6 East SouthEqu -14 -8 12.5 17.8 1.7 7.7 10.2 1.42 0.75 1.75 6 2 3 5 4 5 0 6 0 0 0
Congo 7 East NorthEqu -15 -6 16 25 2.6 11.7 14.2 1.56 0.82 1.76 7 0 3 8 3 5 0 7 0 0 1
Congo 7 East NorthEqu -15 -6 18 25.4 2.4 12.9 15.1 1.41 0.85 1.68 6 0 2 6 3 4 0 0 0 0 1
Congo 7 East NorthEqu -15 -6 16.1 23 1.8 11 13.5 1.43 0.81 1.70 6 0 2 1 2 5 0 6 0 0 1
Congo 7 East NorthEqu -15 -6 15 22 1.8 10.4 12.7 1.47 0.82 1.73 6 2 3 8 4 4 0 0 0 0 0
Congo 7 East NorthEqu -15 -6 13.9 18.9 2.5 10 12.3 1.36 0.81 1.54 6 0 2 4 5 5 0 0 0 0 4
Congo 7 East NorthEqu -15 -6 13.1 18.4 2 9.9 11.8 1.40 0.84 1.56 6 2 2 8 2 4 0 6 0 0 2
Congo 7 East NorthEqu -15 -6 10 13.4 0.6 6.5 8.5 1.34 0.76 1.58 6 3 3 5 4 5 0 0 0 0 2
Congo 7 East NorthEqu -15 -6 10.2 14.6 1.2 7.2 8.5 1.43 0.85 1.72 6 0 2 6 3 4 0 6 0 0 1
Congo 7 East NorthEqu -15 -6 8.4 12.3 1.1 5.8 6.5 1.46 0.89 1.89 6 3 2 4 3 5 0 0 0 0 1
Congo 7 East NorthEqu -15 -6 8.4 12.5 1 5.8 7.1 1.49 0.82 1.76 6 2 1 4 2 5 0 0 0 0 2
Congo 7 East NorthEqu -15 -6 9.8 14.1 1.2 6.1 8 1.44 0.76 1.76 6 0 2 8 3 4 0 0 0 0 1
Congo 7 East NorthEqu -15 -6 8.5 11.3 1 6 6.9 1.33 0.87 1.64 6 0 3 10 4 5 0 6 0 0 1
Congo 7 East NorthEqu -15 -6 8.6 12.7 0.7 6 6.9 1.48 0.87 1.84 6 0 4 5 5 6 0 0 0 1 1
Congo 7 East NorthEqu -15 -6 8.6 12.3 0.9 5.9 7.2 1.43 0.82 1.71 6 2 3 5 3 5 0 0 0 0 2
Congo 7 East NorthEqu -15 -6 7.8 11.8 0.8 5.4 6.4 1.51 0.84 1.84 6 3 2 8 2 4 0 0 0 0 1
Congo 7 East NorthEqu -15 -6 5.1 7 0.5 2.8 3.9 1.37 0.72 1.79 5 3 2 7 2 4 0 0 0 0 0
Congo 7 East NorthEqu -15 -6 5.4 7.4 0.6 2.9 3.9 1.37 0.74 1.90 5 3 2 8 3 5 0 0 0 0 0
Congo 7 East NorthEqu -15 -6 5 6.2 0.4 2.5 3.5 1.24 0.71 1.77 5 3 2 9 3 0 0 0 5 0 0
Congo 7 East NorthEqu -15 -6 5.1 6.9 0.3 2.5 3.8 1.35 0.66 1.82 5 3 1 7 1 4 0 0 5 0 0
Congo 7 East NorthEqu -15 -6 5.6 7.5 0.5 3.1 3.5 1.34 0.89 2.14 5 2 3 11 2 5 0 0 0 0 0
Bermuda 8 West GulfStrea 65 33 20.1 32.6 3.1 11.9 15.6 1.62 0.76 2.09 9 0 3 5 2 5 0 0 8 1 5
Bermuda 8 West GulfStrea 65 33 20.9 32.9 3.7 14 18.4 1.57 0.76 1.79 7 0 2 6 3 4 0 0 0 1 5
Bermuda 8 West GulfStrea 65 33 20.3 29.8 3.6 12.5 16.3 1.47 0.77 1.83 7 0 3 7 2 5 0 6 0 0 5
Bermuda 8 West GulfStrea 65 33 10.1 14.8 0.6 6.3 8.4 1.47 0.75 1.76 7 2 2 5 3 5 0 7 6 0 5
Bermuda 8 West GulfStrea 65 33 20.8 32.8 3.6 13.8 17.5 1.58 0.79 1.87 7 0 1 4 1 4 0 7 5 0 5
Bermuda 8 West GulfStrea 65 33 22.1 35.7 3.4 13.3 17.4 1.62 0.76 2.05 8 0 2 8 2 4 1 8 7 1 2
Bermuda 8 West GulfStrea 65 33 21.1 32.1 3.9 13.1 16.7 1.52 0.78 1.92 8 0 3 6 2 4 0 7 7 0 5
Bermuda 8 West GulfStrea 65 33 16.5 24.6 2.7 10.4 13.5 1.49 0.77 1.82 7 0 2 6 2 3 0 7 0 0 5
Bermuda 8 West GulfStrea 65 33 16.9 25.8 3.4 11.3 14.9 1.53 0.76 1.73 7 0 2 11 2 4 0 0 4 1 5
Bermuda 8 West GulfStrea 65 33 20.2 30.7 3.5 12.9 16.5 1.52 0.78 1.86 7 0 2 5 2 6 0 7 0 0 5
Bermuda 8 West GulfStrea 65 33 18.1 25.9 2.9 11 14 1.43 0.79 1.85 6 0 2 9 2 4 0 0 0 0 NA
Congo 9 East NorthEqu -15 -6 23.3 32.8 3 13.8 16.8 1.41 0.82 1.95 7 0 1 8 3 4 0 0 0 0 0
Congo 9 East NorthEqu -15 -6 22.7 33.3 3.2 13.5 18.2 1.47 0.74 1.83 8 0 3 8 3 5 0 8 0 0 0
Congo 9 East NorthEqu -15 -6 20 30.1 3.4 12.5 16.6 1.51 0.75 1.81 7 0 2 8 2 6 0 7 6 0 0
Congo 9 East NorthEqu -15 -6 18.9 26.8 3.1 12.8 16.3 1.42 0.79 1.64 7 0 2 4 2 4 0 7 0 0 0
Congo 9 East NorthEqu -15 -6 8.9 12.9 1 5.7 7.2 1.45 0.79 1.79 6 0 2 6 2 3 0 5 0 0 0
Congo 9 East NorthEqu -15 -6 21.4 29.3 2.6 13 18 1.37 0.72 1.63 7 0 2 6 2 4 0 6 0 0 0
Congo 9 East NorthEqu -15 -6 16.8 23.5 2.4 11 14.1 1.40 0.78 1.67 7 0 2 6 2 4 0 7 0 0 0
Congo 9 East NorthEqu -15 -6 23.1 32.2 2.8 13.6 19.4 1.39 0.70 1.66 7 0 2 6 2 4 0 6 5 0 0
Congo 9 East NorthEqu -15 -6 19.4 27 3 13.6 16.9 1.39 0.80 1.60 7 0 2 5 2 5 0 7 0 0 0
Congo 9 East NorthEqu -15 -6 10.9 15.2 1.6 7.2 8.9 1.39 0.81 1.71 6 0 2 8 2 5 0 0 0 0 0
Congo 9 East NorthEqu -15 -6 11.1 16.4 1.9 7.5 9.4 1.48 0.80 1.74 6 3 1 4 1 4 0 0 0 0 0
Congo 9 East NorthEqu -15 -6 19.5 28 3.7 13.8 17.2 1.44 0.80 1.63 6 0 1 5 2 3 0 6 0 0 0
Congo 9 East NorthEqu -15 -6 15.1 20.4 2.3 9.5 12.5 1.35 0.76 1.63 6 0 2 8 2 5 0 6 6 0 0
Congo 9 East NorthEqu -15 -6 22.1 31.8 3.8 14.6 19.2 1.44 0.76 1.66 7 0 2 8 3 4 0 7 0 0 0
Congo 9 East NorthEqu -15 -6 10.7 15.4 1.8 7.4 9 1.44 0.82 1.71 6 0 2 8 3 4 0 6 0 0 0
Congo 9 East NorthEqu -15 -6 11.2 16.1 2 7 8.9 1.44 0.79 1.81 6 0 2 8 2 5 0 6 0 0 0
Congo 9 East NorthEqu -15 -6 20.5 29.7 3.9 13.4 17.5 1.45 0.77 1.70 7 0 2 8 2 4 0 6 0 0 0
Congo 9 East NorthEqu -15 -6 18.5 27.9 3.3 12.8 17.1 1.51 0.75 1.63 6 0 2 6 2 4 0 6 0 0 0
Congo 9 East NorthEqu -15 -6 13.5 19 1.8 8.6 11 1.41 0.78 1.73 6 0 2 8 1 3 0 6 6 0 0
Congo 9 East NorthEqu -15 -6 13.7 18.1 1.7 8.9 11.4 1.32 0.78 1.59 7 0 1 6 1 4 0 7 0 0 0
Belize 10 West Caribbean 88 17 13.8 21 1.9 8.8 11.3 1.52 0.78 1.86 7 2 3 11 3 4 1 6 0 0 0
Belize 10 West Caribbean 88 17 14.4 20.8 1.9 8.6 11.2 1.44 0.77 1.86 7 0 2 3 3 3 0 0 0 0 0
Belize 10 West Caribbean 88 17 14.2 20 2.2 8.8 11.5 1.41 0.75 1.74 7 3 2 5 3 5 0 0 0 1 0
Belize 10 West Caribbean 88 17 12.4 18.8 1.8 8 10 1.52 0.80 1.88 6 3 3 6 2 5 0 6 0 0 0
Belize 10 West Caribbean 88 17 12.5 18 2.4 8 10.2 1.44 0.78 1.76 7 0 2 4 2 5 0 0 5 0 0
Belize 10 West Caribbean 88 17 12.2 18.5 2.1 7.9 10.4 1.52 0.76 1.78 7 2 3 11 3 4 0 7 0 1 0
Belize 10 West Caribbean 88 17 12.7 18.8 2.1 8.4 10.1 1.48 0.83 1.86 6 0 2 8 2 4 0 6 0 0 0
Belize 10 West Caribbean 88 17 13.3 21 2 8.5 11.4 1.58 0.75 1.84 7 3 3 6 2 4 0 0 0 0 0
Belize 10 West Caribbean 88 17 13.5 19.6 2.1 8.8 11.4 1.45 0.77 1.72 7 2 3 11 2 4 0 7 0 0 0
Belize 10 West Caribbean 88 17 12.9 18.3 1.9 7.9 10.4 1.42 0.76 1.76 6 2 2 11 2 4 0 0 0 0 0
Belize 10 West Caribbean 88 17 16.4 23.9 2.7 10.1 12.2 1.46 0.83 1.96 7 0 2 6 3 4 0 0 6 0 0
Belize 10 West Caribbean 88 17 11.5 17.8 1.5 7.4 9.6 1.55 0.77 1.85 7 3 1 4 2 4 0 7 0 0 0
Belize 10 West Caribbean 88 17 13.5 19.2 2.1 7.9 10.5 1.42 0.75 1.83 7 0 2 4 3 5 1 7 0 0 0
Belize 10 West Caribbean 88 17 12.5 18.1 2.3 8.3 10.1 1.45 0.82 1.79 7 0 3 9 3 4 0 7 0 0 0
Belize 10 West Caribbean 88 17 13.5 21.7 1.9 9 11.7 1.61 0.77 1.85 7 0 3 7 3 4 0 6 0 0 0
Belize 10 West Caribbean 88 17 13.4 19.3 2.5 8.6 10.4 1.44 0.83 1.86 7 2 2 5 3 4 0 6 7 0 0
Belize 10 West Caribbean 88 17 16.6 23.5 2.8 10.3 12.4 1.42 0.83 1.90 7 0 2 8 2 6 1 7 0 0 0
Belize 10 West Caribbean 88 17 14.3 20.4 2.3 8.7 10.9 1.43 0.80 1.87 7 0 2 6 3 4 0 7 0 0 0
Belize 10 West Caribbean 88 17 13.4 18.8 2.2 7.9 10 1.40 0.79 1.88 7 3 2 4 2 4 0 7 0 0 0
Belize 10 West Caribbean 88 17 12.3 17.4 2.2 7.6 9.3 1.41 0.82 1.87 7 2 4 11 3 5 0 7 0 0 0
Jamaica 11 West Caribbean 78 17 16 25.3 1.9 10.8 13.9 1.58 0.78 1.82 7 0 3 8 4 5 0 7 0 0 5
Jamaica 11 West Caribbean 78 17 16.9 25.4 2 10.6 14.1 1.50 0.75 1.80 7 3 3 10 4 5 0 0 0 0 5
Jamaica 11 West Caribbean 78 17 16.3 26.9 1.7 11.2 14.1 1.65 0.79 1.91 7 0 2 3 3 5 0 0 0 0 5
Jamaica 11 West Caribbean 78 17 15.3 24.5 1.7 10.5 14.4 1.60 0.73 1.70 6 0 2 7 4 4 0 6 0 0 5
Jamaica 11 West Caribbean 78 17 16.9 25.3 2.4 11.2 14.5 1.50 0.77 1.74 6 3 2 6 3 4 0 6 0 0 5
Jamaica 11 West Caribbean 78 17 16.1 24.7 2.5 11 13.8 1.53 0.80 1.79 6 3 2 6 3 3 1 5 0 0 5
Jamaica 11 West Caribbean 78 17 15.2 23.6 2.3 9.7 13.1 1.55 0.74 1.80 6 3 2 9 3 3 0 7 0 0 5
Jamaica 11 West Caribbean 78 17 17.4 27.8 2.6 11.7 15.6 1.60 0.75 1.78 7 0 1 7 3 3 1 5 0 0 5
Jamaica 11 West Caribbean 78 17 15.4 24 3.3 11.1 14.2 1.56 0.78 1.69 6 3 2 4 3 5 0 6 NA 0 5
Jamaica 11 West Caribbean 78 17 15.6 21.7 1.7 10 12.3 1.39 0.81 1.76 6 3 1 5 2 3 0 0 0 0 5
Jamaica 11 West Caribbean 78 17 15.6 24 2.1 10.4 12.4 1.54 0.84 1.94 6 2 2 5 3 4 1 0 5 0 5
Jamaica 11 West Caribbean 78 17 13.8 20 1.7 9 11.4 1.45 0.79 1.75 6 2 2 9 3 4 0 5 0 0 5
Jamaica 11 West Caribbean 78 17 14.4 22.3 2.1 10.5 12.4 1.55 0.85 1.80 5 0 1 10 2 3 0 4 5 1 5
Jamaica 11 West Caribbean 78 17 16.6 25.8 2.5 11.4 14.8 1.55 0.77 1.74 6 0 2 4 3 4 0 0 5 0 5
Jamaica 11 West Caribbean 78 17 14.4 22.6 2.3 9.8 12.2 1.57 0.80 1.85 6 3 3 5 3 5 1 6 5 0 5
Jamaica 11 West Caribbean 78 17 12.2 16.5 1.3 7.2 9.6 1.35 0.75 1.72 6 0 1 4 3 3 0 0 5 0 5
Jamaica 11 West Caribbean 78 17 15.6 23.4 2.2 10 12.9 1.50 0.78 1.81 6 2 2 5 3 5 1 6 5 0 5
Jamaica 11 West Caribbean 78 17 16.5 25.7 2.5 11.1 14.5 1.56 0.77 1.77 6 0 2 4 4 5 0 6 5 0 5
Jamaica 11 West Caribbean 78 17 15.9 22.7 2 10.6 14 1.43 0.76 1.62 6 3 1 4 2 3 1 0 6 0 5
Jamaica 11 West Caribbean 78 17 16.8 27.6 2.5 11.9 14.4 1.64 0.83 1.92 7 2 2 11 3 4 0 7 0 0 1
Jamaica 11 West Caribbean 78 17 13.3 21.9 2.5 9.5 11.8 1.65 0.81 1.86 6 0 2 8 3 4 0 0 6 1 5
Jamaica 11 West Caribbean 78 17 15.5 22.1 2.4 10.2 13.1 1.43 0.78 1.69 6 2 2 8 3 3 0 6 0 0 5
Jamaica 11 West Caribbean 78 17 14.3 21.2 2.7 10 12 1.48 0.83 1.77 7 2 2 8 5 4 0 7 0 0 5
Jamaica 11 West Caribbean 78 17 15.3 21.9 2.3 10.3 12.4 1.43 0.83 1.77 6 0 1 6 3 4 0 0 0 0 5
Jamaica 11 West Caribbean 78 17 14.6 21.3 1.7 9.9 11.8 1.46 0.84 1.81 6 0 2 6 3 4 1 0 6 0 5
