distance,correlation
213126.495604277,0.498664921169256
195681.267039886,0.643453974030669
262945.553107178,0.354902044815013
57348.0998933268,0.474076659203474
161987.63229591,0.086151133076831
109908.651435522,0.655806258294823
43300.5142941744,0.029870383085254
302653.799215168,0.299864801972202
147127.245626023,0.287255711569579
50578.1934328916,0.500272019974754
114810.087202737,0.012508060610688
183912.128379058,0.358984315391199
287805.304596727,0.257369135378734
38128.086363467,0.401627966969486
123754.487922317,0.67791179762455
98654.8804207881,0.339378037271363
262707.261399909,-0.057782712052885
148233.597270457,0.692528507808853
177076.517194898,-0.125399020120514
241828.585267416,0.683171500391976
72264.5008411114,-0.03910054842953
185815.425712022,-0.01119138867879
214200.688447808,0.536549053081909
309093.819764421,0.59198374366982
202615.315925277,-0.798392078799687
110729.254984286,0.295807031074647
332436.725376988,0.243246562213308
390787.37469427,0.343839683579559
155832.46241119,0.088485970386029
354656.803603618,0.423698036626762
67425.4979251916,0.436192480883573
263465.74697743,0.403977526954836
316388.618778963,0.669911484042505
397024.859064058,0.14785955660482
306665.11377073,0.346445248080601
202770.41972275,0.540473015437536
67420.5314983129,0.540856217689206
222655.182777451,0.398864732540592
142828.824428054,0.317660834219222
86205.2399739134,0.200770174774583
229910.373926917,0.585214889611653
146514.456770859,0.404322282044069
169656.774889304,0.157781542122798
168021.484400403,0.131787892530974
289379.635626481,0.194865935636622
186694.485475643,0.240295087564958
153625.480229404,0.322930853475268
296247.237721299,0.528118844392838
127949.987061019,0.001176530195902
333737.393839138,0.49032721359011
255728.583778417,-0.152758720381326
186552.098068448,0.448000052025903
261778.831753324,0.38308161894808
172248.412233248,0.559209277259865
90398.3253654347,0.100382456119314
107642.795482373,0.676529334313407
166996.169295511,0.03075414618491
241251.10496833,0.197780710273973
279460.579491527,0.486936045242407
57838.5585895343,0.633422841513105
122794.628019551,-0.507538449667275
169576.627174015,0.338578318500953
289309.284839529,0.419962670044864
298718.604903904,0.388907061379162
121808.659796831,0.080708032283352
199613.972005656,0.2762340125389
113425.392547524,0.025520923937063
81791.1693972827,0.216129735749641
185843.6604583,0.269207192932601
202501.976515391,0.588530092060381
82246.5423657128,0.397391094371479
344145.166945891,0.586490068672593
171315.933779786,0.180438078925137
48092.0497069422,0.363206850435152
129055.932010272,0.095560660978645
59454.4863684819,-0.327862396261982
266160.95416367,0.069021337405894
197688.241827467,0.833760480363531
248985.521151331,0.820927520177142
330673.537481025,-0.269853043106648
273133.842031183,0.430418440379841
135346.77557829,0.456988238931027
81323.6875869202,0.424456311755462
133875.861014822,0.35070295716525
NA,-0.349772438821939
NA,-0.323849613212808
NA,0.550764703446137
NA,0.57149853126835
NA,-0.323521111216862
NA,0.000548996377538
NA,0.061287407686509
NA,0.205888229701348
NA,0.16506031709837
NA,-0.356030806508438
NA,0.06337853630003
NA,-0.112949458624461
NA,-0.040939290083145
NA,0.718767058271916
NA,0.114676060622754
NA,0.539966858576174
NA,-0.212633274183687
NA,0.033831482898616
NA,0.358041889667184
NA,0.710344022566952
NA,0.291765509894461
NA,-0.189990663452508
NA,0.736788844037308
NA,0.130266181004801
NA,0.430192178392803
NA,-0.052967875094998
NA,-0.134815677287149
NA,-0.11426597105656
NA,-0.111050197504492
NA,0.238402811721911
NA,0.365220708898013
NA,0.163378158091963
NA,0.258168194709161
NA,0.189768962317024
NA,0.628621961275645
NA,0.292044237254687
